Season,TeamID,Games,WinPct,AvgPoints,AvgOppPoints,FG2_Pct,FG3_Pct,FT_Pct,ThreeP_Rate,OR_pg,DR_pg,Ast_pg,TO_pg,Stl_pg,Blk_pg,PF_pg,AvgOT,AdjEM,AdjOE,AdjDE,AdjTempo,RankAdjEM,CoachName,YearsNCAA,CareerTourneyWins,SOV,Seed_Num
2009,1164,31,0.3870967741935484,63,65,0.43755238893545684,0.33653846153846156,0.7142857142857143,0.30356100408639813,10,20,10,11,8,1,16,0.03225806451612903,-9.14368,97.9809,107.125,63.8857,267,fang_mitchell,22,0,0.13024986709197234,17
2009,1165,29,0.6896551724137931,75,70,0.5046554934823091,0.40789473684210525,0.7376425855513308,0.3312577833125778,10,25,15,13,7,4,18,0.06896551724137931,5.49712,108.108,102.611,65.0003,104,steve_donahue,8,0,0.2260695598645737,14
2009,1166,33,0.7878787878787878,75,65,0.484070796460177,0.38338192419825073,0.7510316368638239,0.3777533039647577,9,23,13,12,8,4,20,0.030303030303030304,12.6959,111.803,99.1071,66.6646,59,dana_altman,19,0,0.5448717948717948,17
2009,1167,29,0.27586206896551724,63,72,0.4340866290018832,0.3178694158075601,0.6780238500851788,0.354014598540146,12,19,11,13,6,2,18,0.10344827586206896,-9.59581,99.7587,109.355,64.0979,272,keith_brown,1,0,0.33150584795321636,17
2009,1168,31,0.45161290322580644,72,75,0.4908256880733945,0.339699863574352,0.7128378378378378,0.40208447613823367,11,22,13,12,7,4,18,0.06451612903225806,-3.06425,105.277,108.341,66.6346,202,bob_burton,5,0,0.39578111946532996,17
2009,1169,29,0.5517241379310345,74,68,0.5044722719141324,0.35978835978835977,0.6903114186851211,0.3364985163204748,13,24,13,17,9,2,21,0.06896551724137931,5.11477,101.374,96.2591,71.325,108,bobby_braswell,12,0,0.3888888888888889,15
2009,1170,29,0.06896551724137931,58,70,0.4172447968285431,0.3608490566037736,0.6923076923076923,0.2958827634333566,9,19,11,14,4,1,17,0,-24.4992,89.4098,113.909,62.9678,339,brian_katz,0,0,0.4049707602339181,17
2009,1171,27,0.2962962962962963,62,65,0.429097605893186,0.3357487922705314,0.650319829424307,0.276,12,21,9,13,6,4,20,0.14814814814814814,-16.0853,92.4331,108.518,63.7769,313,terry_dunn,4,0,0.1907894736842105,17
2009,1172,32,0.78125,78,65,0.48846787479406917,0.35159235668789807,0.7077625570776256,0.39269634817408705,13,26,13.5,11.5,7.5,3,19.5,0,11.7325,105.438,93.706,69.0647,71,bob_mckillop,19,3,0.3009356725146199,17
2009,1173,33,0.7878787878787878,69,61,0.4691358024691358,0.33090909090909093,0.6454293628808865,0.2979414951245937,13,24,14,14,6,3,19,0.06060606060606061,9.41849,103.115,93.6967,63.8365,83,brian_gregory,5,0,0.536774628879892,11
2009,1174,32,0.40625,69.5,69.5,0.4658040665434381,0.33189655172413796,0.7028231797919762,0.3914510686164229,10,24,13,12.5,6,3,18,0.0625,-4.38778,102.051,106.438,66.3257,217,monte_ross,2,0,0.4280251911830859,17
2009,1175,30,0.23333333333333334,57,66.5,0.46309403437815977,0.3430232558139535,0.655940594059406,0.34285714285714286,10,18.5,9.5,15,5,4,17,0.06666666666666667,-16.504,96.7302,113.234,57.5603,316,greg_jackson,8,0,0.0813840155945419,17
2009,1176,31,0.4838709677419355,61,59,0.5749279538904899,0.3767441860465116,0.737603305785124,0.4817027632561613,4,20,14,13,5,2,22,0.16129032258064516,-3.54998,102.276,105.826,55.4321,205,joe_scott,8,0,0.3740253411306043,17
2009,1177,33,0.2727272727272727,65,72,0.46070038910505834,0.29606299212598425,0.6157635467980296,0.3307291666666667,13,21,12,13,7,3,15,0,-3.69149,101.619,105.31,63.9408,207,jerry_wainwright,14,0,0.37491877842755034,17
2009,1178,29,0.20689655172413793,58,65,0.458758109360519,0.28023598820059,0.6481149012567325,0.2390691114245416,10,21,10,16,6,2,20,0.034482758620689655,-9.45248,91.1143,100.567,63.1792,269,ray_mccallum,11,0,0.3284600389863548,17
2009,1179,31,0.5161290322580645,65,63,0.47192353643966545,0.34770114942528735,0.7532051282051282,0.45401174168297453,9,23,10,13,6,2,16,0.06451612903225806,2.01446,101.588,99.5731,62.2398,139,edward_phelps,0,0,0.5067616959064327,17
2009,1180,29,0.5172413793103449,62,58,0.40573414422241527,0.29338842975206614,0.6718995290423861,0.2960244648318043,15,25,11,13,5,4,19,0.034482758620689655,2.25464,98.0174,95.7628,62.254,135,bruiser_flint,12,0,0.4009746588693957,17
2009,1181,34,0.8235294117647058,78,65,0.501906941266209,0.34893617021276596,0.7234299516908212,0.34970238095238093,14,23,12.5,11.5,8,3,18,0.029411764705882353,25.3284,117.869,92.541,65.5211,7,mike_krzyzewski,24,11,0.7288011695906432,2
2009,1182,33,0.6363636363636364,77,72,0.5530776092774309,0.35094339622641507,0.694560669456067,0.41492693110647183,11,22,18,14,8,3,17,0.06060606060606061,8.83224,113.802,104.97,68.4312,84,ron_everhart,14,0,0.4619883040935672,17
2009,1183,28,0.35714285714285715,61.5,66,0.46987951807228917,0.3582474226804124,0.7145833333333333,0.26448534423994546,10,21.5,12,13,5,2,18,0.03571428571428571,-9.5434,96.9213,106.465,61.0031,271,mike_miller,9,0,0.25263157894736843,17
2009,1184,28,0.5714285714285714,73,68.5,0.5211970074812967,0.405982905982906,0.7002341920374707,0.46675531914893614,10,18,16,11,7.5,2,17,0.10714285714285714,0.603726,111.988,111.384,58.6566,157,jeff_neubauer,3,0,0.3198830409356725,17
2009,1185,30,0.2,53.5,62.5,0.432793136320305,0.29914529914529914,0.6072106261859582,0.3085036255767963,11,21.5,10.5,15,6,3,17,0.1,-14.9587,89.7372,104.696,60.5676,307,charles_ramsey,3,0,0.28167641325536064,17
2009,1186,29,0.3793103448275862,62,68,0.46139705882352944,0.31910569105691056,0.6882591093117408,0.31139240506329113,11,21,11,12,6,2,18,0.06896551724137931,-7.35938,97.478,104.837,62.9979,250,kirk_earlywine,1,0,0.3748006379585327,17
2009,1187,27,0.37037037037037035,67,76,0.4736238532110092,0.38202247191011235,0.7376146788990826,0.41672240802675586,10,24,13,12,5,3,17,0.07407407407407407,-4.00261,110.2,114.203,63.9736,212,mack_mccarthy,17,0,0.3906432748538012,17
2009,1188,23,0.17391304347826086,65,72,0.44935972060535506,0.3325526932084309,0.6961722488038278,0.3320373250388802,8,23,10,16,6,3,21,0,-13.7829,90.7581,104.541,68.8155,302,lennox_forrester,0,0,0.15984405458089668,17
2009,1189,29,0.3103448275862069,66,75,0.46617238183503246,0.34860557768924305,0.6565464895635673,0.31752055660974066,10,22,12,14,7,3,19,0.13793103448275862,-12.6241,94.4309,107.055,63.3088,291,ernie_nestor,10,0,0.30994152046783624,17
2009,1190,32,0.6875,78.5,70,0.5136935603256847,0.34172661870503596,0.7127799736495388,0.291557420031463,12,26,13,13.5,8,3,18,0.0625,5.09407,106.255,101.161,68.8103,109,murry_bartow,11,0,0.3088782562466773,16
2009,1191,29,0.5517241379310345,65,63,0.476734693877551,0.32525951557093424,0.6956521739130435,0.19088507265521795,9,23,15,13,5,1,20,0.034482758620689655,4.23639,102.619,98.383,65.5474,117,marty_simmons,1,0,0.4786184210526316,17
2009,1192,30,0.23333333333333334,63.5,76.5,0.46938775510204084,0.2808219178082192,0.6364963503649635,0.27137546468401486,11,20.5,11,17.5,5.5,4,17,0.1,-21.5239,91.0168,112.541,67.1021,335,tom_green,24,0,0.1189083820662768,17
2009,1193,32,0.53125,65,66,0.4666666666666667,0.33277870216306155,0.6566455696202531,0.34225512528473806,11.5,22.5,13,13,6,3,16.5,0,-0.730267,102.854,103.584,62.9993,175,ed_cooley,2,0,0.3611971104231166,17
2009,1194,32,0.1875,65.5,74.5,0.45220883534136547,0.325187969924812,0.7393526405451448,0.29938097917839057,11,22,12,11,4,3,18,0,-11.7277,100.992,112.72,63.4879,286,mike_jarvis,19,0,0.3201754385964912,17
2009,1195,30,0.3333333333333333,64.5,73,0.4334226988382484,0.3374233128834356,0.7010014306151645,0.3041044776119403,10.5,24,13.5,17,7,3,19.5,0,-13.3866,91.6794,105.066,68.637,299,dave_balza,1,0,0.22923976608187135,17
2009,1196,33,0.696969696969697,78,66,0.5393349553933495,0.3678474114441417,0.6911519198664441,0.373157092018302,11,23,17,12,9,3,16,0,16.1061,114.708,98.6018,65.2533,36,billy_donovan,14,14,0.5050851767098906,17
2009,1197,31,0.3225806451612903,62,73,0.4289719626168224,0.3211009174311927,0.6223404255319149,0.37935034802784223,9,21,12,14,7,2,19,0.12903225806451613,-19.8694,90.2555,110.125,65.4994,331,eugene_harris,1,0,0.18843404808317088,17
2009,1198,31,0.3870967741935484,63,69,0.4445454545454545,0.3572778827977316,0.638801261829653,0.3247391037446286,11,22,12,14,5,3,19,0.06451612903225806,-9.02721,96.8406,105.868,63.613,266,sergio_rouco,4,0,0.2911793372319688,17
2009,1199,34,0.7352941176470589,68.5,65,0.48117839607201307,0.343042071197411,0.7226074895977809,0.3358695652173913,11,24,12,16,8,5.5,18,0.029411764705882353,15.9569,105.685,89.7283,65.4367,38,leonard_hamilton,20,0,0.6533333333333333,5
2009,1200,28,0.10714285714285714,61.5,75,0.423841059602649,0.29701230228471004,0.6262425447316103,0.34993849938499383,10.5,20,10,13,5.5,3,20,0,-18.9216,92.6824,111.604,66.052,324,dereck_whittenburg,9,0,0.25048732943469787,17
2009,1201,34,0.38235294117647056,68,69,0.4942528735632184,0.34807417974322397,0.6711509715994021,0.3826419213973799,9.5,24,15,14.5,7,5,17,0.11764705882352941,-3.55918,99.4418,103.001,65.78,206,steve_cleveland,11,0,0.36306042884990253,17
2009,1202,28,0.14285714285714285,60,72.5,0.4467871485943775,0.3095723014256619,0.6897233201581028,0.3301950235373235,10,20,11.5,14.5,6,3,20.5,0.07142857142857142,-19.3285,90.8326,110.161,63.163,328,jeff_jackson,5,0,0.20540935672514618,17
2009,1203,28,0.35714285714285715,63,65,0.47195357833655704,0.3622222222222222,0.6795096322241682,0.3032345013477089,11,22.5,11,16,6,4,19.5,0.14285714285714285,-2.2715,101.854,104.125,62.3717,191,karl_hobbs,7,1,0.3915204678362573,17
2009,1204,29,0.2413793103448276,72,82,0.47631814119749777,0.3411371237458194,0.6601941747572816,0.3482818870122306,11,22,12,15,7,2,20,0,-14.8601,97.5843,112.444,68.1646,306,jeff_price,9,0,0.308688387635756,17
2009,1205,27,0.37037037037037035,76,76,0.47224926971762415,0.34831460674157305,0.6807692307692308,0.37757575757575756,14,24,16,15,6,1,20,0.1111111111111111,-5.64701,101.249,106.896,67.8852,230,rick_scruggs,6,0,0.23742690058479532,17
2009,1206,32,0.6875,65,57.5,0.4963680387409201,0.3313840155945419,0.6405451448040886,0.2928082191780822,11,24,11,12,5.5,3,16,0.0625,7.40753,103.491,96.0831,61.5069,90,jim_larranaga,22,4,0.4323498139287613,17
2009,1207,30,0.5333333333333333,68,64,0.5422177009155646,0.33030852994555354,0.7116564417177914,0.35919165580182527,10,21,13,14.5,8,3.5,17,0.13333333333333333,16.82,109.592,92.7719,62.3885,31,john_thompson_iii,8,7,0.6584429824561403,17
2009,1208,32,0.375,62,70,0.4457831325301205,0.3417085427135678,0.6384892086330936,0.3241042345276873,13,25,12,17,7,3,17,0.0625,-2.90963,95.055,97.9646,67.437,198,dennis_felton,10,0,0.4220272904483431,17
2009,1209,30,0.3333333333333333,56.5,63,0.4634146341463415,0.31800766283524906,0.6163522012578616,0.32871536523929473,9,21,11.5,12,6.5,2.5,16.5,0.13333333333333333,-6.07705,98.0067,104.084,59.462,236,rod_barnes,9,0,0.3453216374269006,17
2009,1210,31,0.3870967741935484,71,73,0.47674418604651164,0.3231707317073171,0.6300751879699248,0.2633832976445396,13,25,15,15,8,5,19,0.12903225806451613,6.88164,100.062,93.1801,69.8153,95,paul_hewitt,11,6,0.5233918128654971,17
2009,1211,30,0.8333333333333334,82,59.5,0.5292153589315526,0.3985637342908438,0.7084019769357496,0.3173789173789174,10,28,16,12,7,4,16,0.06666666666666667,25.9534,116.862,90.9086,66.4288,5,mark_few,9,5,0.5388304093567251,4
2009,1212,28,0.17857142857142858,59,70,0.44646464646464645,0.3232931726907631,0.6105476673427992,0.3346774193548387,8,21.5,11.5,14,4.5,2.5,18,0.14285714285714285,-26.8975,89.4174,116.315,61.1429,341,ricky_duckett,0,0,0.13976608187134504,17
2009,1214,31,0.4838709677419355,56,58,0.43248347497639283,0.2637931034482759,0.6596434359805511,0.35387431360585725,14,23,10,16,9,3,18,0.12903225806451613,-10.0003,85.9231,95.9235,62.8146,274,kevin_nickelberry,2,0,0.29284750337381915,17
2009,1216,33,0.21212121212121213,62,70,0.47396963123644253,0.31009615384615385,0.708502024291498,0.47434435575826683,8,22,13,14,6,2,20,0.09090909090909091,-16.1153,91.6041,107.719,62.7663,314,dan_leibovitz,2,0,0.17167919799498746,17
2009,1217,27,0.48148148148148145,66,67,0.5131428571428571,0.3620309050772627,0.7237076648841355,0.3411144578313253,8,22,12,15,7,3,17,0.1111111111111111,-7.78978,101.914,109.704,64.409,255,tommy_amaker,11,0,0.31556455240665765,17
2009,1218,30,0.43333333333333335,62.5,67.5,0.46864406779661016,0.28342245989304815,0.7140804597701149,0.24066924066924067,12,22,12.5,16,5.5,3,18.5,0.03333333333333333,-3.90841,96.9146,100.823,63.2271,210,bobby_nash,1,0,0.4037336932073774,17
2009,1219,27,0.2222222222222222,61,69,0.46484375,0.3013972055888224,0.6291866028708134,0.3285245901639344,13,23,12,16,6,4,18,0.037037037037037035,-14.503,90.5988,105.102,62.9203,305,bart_lundy,5,0,0.15009746588693956,17
2009,1220,31,0.6451612903225806,64,67,0.42514011208967173,0.31636363636363635,0.6948905109489051,0.3057254030016676,15,25,12,15,7,5,21,0.12903225806451613,-1.06583,97.1391,98.2049,66.2845,179,tom_pecora,7,0,0.3562865497076023,17
2009,1221,32,0.5625,66,61.5,0.4725972994440032,0.3141025641025641,0.6780715396578538,0.2709901563404748,14,22.5,13,15,9,3,19.5,0.03125,-1.47411,98.2891,99.7632,63.8914,183,ralph_willard,18,0,0.26380766731643923,17
2009,1222,32,0.65625,76,67,0.46597222222222223,0.3274956217162872,0.7472972972972973,0.2839383391347588,12.5,24.5,12,9.5,9,4,17,0.0625,11.9803,110.131,98.1508,68.2519,67,thomas_penders,21,0,0.46602617655249234,17
2009,1223,29,0.13793103448275862,68,84,0.4591937069813176,0.32281205164992827,0.6576576576576577,0.40665110851808633,11,21,11,15,8,2,21,0.034482758620689655,-18.0416,95.3911,113.433,69.7033,319,ron_cottrell,1,0,0.12426900584795322,17
2009,1224,31,0.25806451612903225,59,71,0.4703065134099617,0.3176691729323308,0.6391912908242613,0.33756345177664976,9,22,11,16,4,3,17,0.06451612903225806,-19.8625,90.4917,110.354,64.6418,330,gil_jackson,3,0,0.19548872180451127,17
2009,1225,30,0.5,64.5,68,0.5058252427184466,0.3598326359832636,0.6519607843137255,0.3169761273209549,9,21,13,11,6.5,3,19,0,0.73957,103.796,103.056,61.4635,156,don_verlin,0,0,0.4543859649122807,17
2009,1226,31,0.3870967741935484,64,68,0.5028997514498758,0.33509234828496043,0.6914191419141914,0.23896595208070617,9,22,12,13,5,3,19,0.22580645161290322,-2.13054,102.546,104.677,61.8724,189,joe_o'brien,2,0,0.4220272904483431,17
2009,1227,30,0.5,65.5,67,0.4300341296928328,0.3622641509433962,0.7718978102189781,0.31139835487661577,12,24.5,13.5,13,5.5,2.5,16,0.03333333333333333,3.1447,105.236,102.092,64.4415,129,jimmy_collins,12,0,0.4093567251461988,17
2009,1228,33,0.7272727272727273,66,57,0.5027279812938426,0.35260115606936415,0.7111650485436893,0.28801331853496115,9,24,18,12,5,3,15,0.06060606060606061,19.0963,106.425,87.3285,61.8419,23,bruce_weber,10,8,0.6394980506822612,5
2009,1229,33,0.7272727272727273,70,64,0.48922211808809746,0.38133333333333336,0.6972624798711755,0.4127682993946065,11,25,13,13,7,2,17,0.21212121212121213,12.7593,108.469,95.7094,63.4267,58,tim_jankovich,5,0,0.55580981439105,17
2009,1231,30,0.16666666666666666,58,69,0.469,0.33264033264033266,0.6552346570397112,0.32478055367994596,10,20.5,10.5,16.5,6,2,18.5,0.03333333333333333,-4.16299,98.5931,102.756,64.7284,214,tom_crean,9,5,0.5327485380116959,17
2009,1232,31,0.3225806451612903,62,68,0.45115257958287597,0.3528550512445095,0.7298747763864043,0.42848180677540776,9,22,12,15,5,2,19,0.12903225806451613,-3.10105,102.406,105.507,62.6644,203,kevin_mckenna,1,0,0.5567251461988304,17
2009,1233,31,0.3870967741935484,63,65,0.4552605703048181,0.3320610687022901,0.6593707250341997,0.3400389357560026,10,21,12,16,6,3,19,0.12903225806451613,-2.64017,95.5411,98.1813,63.1677,197,kevin_willard,1,0,0.3902179691653376,17
2009,1234,32,0.46875,59.5,60,0.5157894736842106,0.3638928067700987,0.7439516129032258,0.48264125255275697,7,20,12,11.5,5,2,16.5,0.125,8.2476,108.086,99.8382,56.9473,87,todd_lickliter,7,4,0.5269005847953216,17
2009,1235,32,0.46875,67,65,0.4880838894184938,0.34553440702781846,0.7046843177189409,0.3943418013856813,7.5,26,15,12.5,4,3,16,0.03125,4.23733,102.019,97.7815,63.0457,116,greg_mcdermott,7,0,0.4608187134502924,17
2009,1236,29,0.41379310344827586,63,71,0.4432793136320305,0.40789473684210525,0.7354014598540146,0.3029900332225914,7,22,10,13,5,3,18,0.034482758620689655,-4.37245,102.017,106.39,64.6181,216,dane_fife,3,0,0.2733918128654971,17
2009,1237,27,0.48148148148148145,60,64,0.5197916666666667,0.3433583959899749,0.6610526315789473,0.293598233995585,10,20,12,12,7,3,16,0.037037037037037035,-0.806524,103.459,104.266,60.5438,176,ron_hunter,10,0,0.32681061628430047,17
2009,1238,33,0.5454545454545454,67,66,0.49703703703703705,0.268389662027833,0.7044025157232704,0.27145169994603346,14,23,15,15,7,3,19,0.030303030303030304,-6.87923,97.6398,104.519,67.2301,245,tevester_anderson,10,0,0.0825211176088369,17
2009,1239,31,0.5806451612903226,76,69,0.49148418491484186,0.35390199637023595,0.6923076923076923,0.30885650224215244,14,24,13,15,8,4,21,0.0967741935483871,4.00432,107.895,103.89,65.5936,119,cliff_warren,3,0,0.29142300194931775,17
2009,1240,26,0.34615384615384615,70.5,71,0.4464627151051625,0.3764988009592326,0.6565656565656566,0.28503075871496925,13,22.5,14,13,6,2,18,0.07692307692307693,-8.14716,99.7271,107.874,63.5828,257,james_green,11,0,0.3284600389863548,17
2009,1241,33,0.5757575757575758,70,66,0.5013309671694764,0.35669781931464173,0.7536023054755043,0.3629169022046354,10,25,12,14,6,2,17,0.09090909090909091,1.80122,105.19,103.388,65.1557,142,matt_brady,4,0,0.35534010464758387,17
2009,1242,32,0.78125,76.5,63.5,0.5213607594936709,0.3798165137614679,0.7276478679504814,0.30127142067440577,11.5,26,16.5,14.5,6,4,20,0.03125,23.1309,114.807,91.6765,66.4233,13,bill_self,15,13,0.6812865497076024,3
2009,1243,31,0.6451612903225806,74,65,0.46526151444184233,0.3595890410958904,0.6577608142493638,0.3131367292225201,16,23,14,13,7,3,22,0.06451612903225806,14.6783,109.135,94.4566,66.8055,46,frank_martin,1,1,0.513888888888889,17
2009,1244,28,0.21428571428571427,56.5,67.5,0.4182939362795478,0.31353135313531355,0.650137741046832,0.3837872070930969,13,17,10,14.5,8,3,17,0.03571428571428571,-23.6557,89.1141,112.77,60.9771,337,tony_ingle,4,0,0.09551656920077972,17
2009,1245,32,0.5625,66.5,66.5,0.48012470771628996,0.3290203327171904,0.657051282051282,0.29660087719298245,11.5,23,11.5,13,7,2,19,0.1875,3.38303,102.873,99.49,65.2598,126,geno_ford,0,0,0.31546458739441197,17
2009,1246,33,0.6060606060606061,72,65,0.5379090183559457,0.3464419475655431,0.7736625514403292,0.29882484611080024,10,27,15,16,7,7,18,0,14.5319,106.566,92.0341,66.6626,48,billy_gillispie,6,3,0.5261695906432748,17
2009,1247,31,0.5806451612903226,68,66,0.48300395256916995,0.33532934131736525,0.6851851851851852,0.2836919592298981,12,26,12,14,7,4,17,0.12903225806451613,5.2044,105.32,100.115,66.0082,107,john_giannini,12,0,0.43404808317089016,17
2009,1248,30,0.26666666666666666,67,71,0.47474747474747475,0.3147896879240163,0.748653500897666,0.4527027027027027,9.5,22,13,17,7,2,20.5,0.03333333333333333,-17.2076,94.6477,111.855,67.7949,318,fran_o'hanlon,13,0,0.23866959064327484,17
2009,1249,26,0.4230769230769231,66.5,68.5,0.46938775510204084,0.29904306220095694,0.7237479806138933,0.28887353144436767,10.5,25,12.5,13,6,4,19,0.07692307692307693,-3.92985,99.9828,103.913,65.7588,211,steve_roccaforte,2,0,0.40058479532163743,17
2009,1250,29,0.5172413793103449,65,63,0.41409691629955947,0.3199195171026157,0.6881889763779527,0.30453431372549017,12,27,12,13,6,2,18,0.13793103448275862,-8.89361,93.5048,102.398,65.4012,265,brett_reed,1,0,0.16812865497076024,17
2009,1251,29,0.6206896551724138,75,73,0.5173572228443449,0.3505291005291005,0.717687074829932,0.4584596725288053,10,23,15,12,6,1,16,0.3103448275862069,-2.04254,105.599,107.642,64.0127,187,ritchie_mckay,10,0,0.305230669265757,17
2009,1252,30,0.5333333333333333,73.5,72.5,0.5184518451845185,0.360146252285192,0.6684280052840158,0.3299155609167672,12.5,27.5,14,16.5,7,2,18,0.1,0.197695,104.886,104.688,67.0271,162,scott_sanderson,6,0,0.28673245614035087,17
2009,1253,30,0.5,74,73.5,0.5232227488151658,0.32954545454545453,0.6756756756756757,0.3686415320167564,10.5,22.5,14.5,14.5,6.5,2,18.5,0.3,-0.252927,104.127,104.38,65.2324,167,dan_monson,11,0,0.4884990253411306,17
2009,1254,30,0.5333333333333333,73,69,0.4418402777777778,0.3392226148409894,0.7181942544459644,0.32945285215366704,14,25.5,11,13.5,6,1,17,0.1,-6.70625,100.21,106.916,66.7304,243,jim_ferry,6,0,0.17982456140350878,17
2009,1255,27,0.48148148148148145,77,81,0.4725274725274725,0.3189792663476874,0.6733212341197822,0.3647469458987784,11,20,15,14,9,3,22,0,-15.6573,96.5144,112.172,73.0944,311,mike_gillian,4,0,0.13720197930724246,17
2009,1256,32,0.46875,64,62.5,0.46631205673758863,0.37341772151898733,0.6637037037037037,0.2958801498127341,11.5,21,11,16,5,3,17.5,0.03125,0.219524,101.059,100.839,61.881,161,kerry_rupp,2,0,0.4085213032581454,17
2009,1257,33,0.8484848484848485,74,59,0.5053147996729354,0.3604336043360434,0.6434231378763867,0.37633860275369707,13,25,16,13,9,6,17,0.030303030303030304,25.3676,109.217,83.849,66.967,6,rick_pitino,17,9,0.735797827903091,1
2009,1258,31,0.0967741935483871,56,70,0.38353765323992994,0.2824858757062147,0.6884681583476764,0.31739390316796173,12,21,9,14,7,2,18,0,-18.4756,88.8754,107.351,63.4525,321,max_good,6,0,0.3489278752436647,17
2009,1259,32,0.375,67.5,72,0.4256,0.31534569983136596,0.7756315007429421,0.3217580032555616,13,22,11,13.5,7,3,21,0.03125,-4.96243,102.332,107.295,64.9211,221,jimmy_patsos,4,0,0.3157894736842105,17
2009,1260,31,0.45161290322580644,64,66,0.43990384615384615,0.3170731707317073,0.6695957820738138,0.2827586206896552,12,21,11,13,7,4,17,0,-5.56918,99.4584,105.028,63.1058,229,jim_whitesell,4,0,0.34022556390977443,17
2009,1261,33,0.7878787878787878,77,65,0.4749652294853964,0.3694029850746269,0.7180925666199158,0.27152988855116517,13,26,15,12,7,6,17,0.06060606060606061,14.7097,110.576,95.8662,65.4797,45,trent_johnson,9,4,0.5596041385515069,8
2009,1263,29,0.27586206896551724,63,71,0.46353646353646355,0.33205374280230326,0.6727272727272727,0.34231274638633374,9,23,13,15,7,3,18,0.13793103448275862,-13.2678,97.1663,110.434,63.6297,296,ted_woodward,4,0,0.19261695906432746,17
2009,1264,30,0.5333333333333333,64,65,0.4354275741710297,0.3149284253578732,0.646978021978022,0.29908256880733947,13,24,10,13.5,7,4,18,0,-2.37122,97.1423,99.5135,64.687,193,barry_rohrssen,2,0,0.31798245614035087,17
2009,1265,33,0.30303030303030304,63,69,0.43042350907519444,0.3602391629297459,0.6332794830371568,0.3663745892661555,10,26,12,15,5,2,20,0.12121212121212122,-7.58249,94.031,101.614,66.1637,253,chuck_martin,0,0,0.3757309941520468,17
2009,1266,33,0.7272727272727273,79,68,0.5132105684547638,0.3493253373313343,0.7204176334106729,0.34812108559498955,12,23,15,11,8,3,17,0.030303030303030304,20.9824,117.058,96.076,67.198,20,buzz_williams,1,0,0.5941764132553606,6
2009,1267,29,0.41379310344827586,70,72,0.49503968253968256,0.3120567375886525,0.72,0.35877862595419846,12,20,12,13,7,2,21,0.06896551724137931,1.03751,106.765,105.728,63.9763,152,donnie_jones,1,0,0.49000974658869395,17
2009,1268,33,0.6060606060606061,73,68,0.45675675675675675,0.3310104529616725,0.7676056338028169,0.27945472249269715,13,23,15,12,8,4,16,0.09090909090909091,13.2883,108.705,95.4167,65.5865,55,gary_williams,24,4,0.6176900584795322,10
2009,1269,29,0.3793103448275862,73,71,0.4801192842942346,0.36023054755043227,0.6938775510204082,0.4082352941176471,10,24,14,14,6,6,17,0.06896551724137931,2.12474,104.664,102.539,67.7676,137,derek_kellogg,0,0,0.6100478468899522,17
2009,1270,27,0.3333333333333333,61,63,0.4540337711069418,0.3260340632603406,0.6452282157676349,0.27826675693974273,13,26,10,15,6,5,17,0.037037037037037035,-5.85902,93.7034,99.5624,64.0805,232,dave_simmons,2,0,0.3379281537176274,17
2009,1271,30,0.23333333333333334,56.5,68,0.4003673094582185,0.31020408163265306,0.61815561959654175,0.3103229892336922,15.5,21,9,16,4.5,1.5,19.5,0,-27.8187,88.7023,116.521,62.8505,342,frankie_allen,18,0,0.056530214424951264,17
2009,1272,34,0.9117647058823529,73.5,57.5,0.498546511627907,0.3198707592891761,0.6960907944514502,0.31027568922305765,13,26.5,12.5,11.5,7.5,5,17,0.029411764705882353,29.4398,110.759,81.3187,64.5834,2,john_calipari,16,12,0.6371439351065836,2
2009,1273,31,0.5161290322580645,74,75,0.48556430446194226,0.33187134502923976,0.7231638418079096,0.37438423645320196,14,25,11,14,5,3,18,0.1935483870967742,-4.65646,104.566,109.222,66.7989,219,bob_hoffman,5,0,0.26864035087719296,17
2009,1274,29,0.5862068965517241,72,67,0.4590009425070688,0.369281045751634,0.6753846153846154,0.3658099222952779,15,25,12,13,6,3,17,0.10344827586206896,15.3593,111.213,95.8537,63.5756,42,frank_haith,4,1,0.5687994496044032,17
2009,1275,30,0.5666666666666667,62.5,58.5,0.48349514563106794,0.33195020746887965,0.7093690248565966,0.3187830687830688,10,21,11,13,6,3,17,0.1,7.46484,103.223,95.7578,59.8119,89,charlie_coles,18,0,0.43876848985208117,17
2009,1276,32,0.59375,67.5,64,0.5087527352297593,0.3317365269461078,0.7544910179640718,0.4774156660949114,9,20.5,15,11,6,2.5,16,0.125,14.4984,112.016,97.5173,62.0992,49,john_beilein,16,5,0.6201908279470606,10
2009,1277,32,0.8125,70,61,0.4912680334092635,0.3525641025641026,0.6863270777479893,0.26218487394957984,13.5,24,15,13.5,6,2,19,0,22.7829,112.732,89.9494,65.9592,14,tom_izzo,13,10,0.733468286099865,2
2009,1278,31,0.6774193548387096,66,63,0.4982014388489209,0.3302411873840445,0.7175438596491228,0.32646880678376744,11,22,14,15,8,6,17,0.03225806451612903,15.7592,107.586,91.8263,63.7652,39,tubby_smith,17,9,0.6363130047340574,10
2009,1279,31,0.5161290322580645,72,76,0.48203842940685043,0.33965244865718797,0.728,0.34590163934426227,13,25,11,13,6,3,19,0.03225806451612903,7.27273,111.096,103.824,65.5549,91,andy_kennedy,3,0,0.5502558479532164,17
